##############################################################################
## BCSC IOC CSV Feedlist - URLs                                              #
#                                                                            #
## Generado en la fecha 2021-07-09 11:17:15.158524                           #
##############################################################################
#
# value, event_info, event_date 
"ns1.lsasswininfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.microsoftupdateswin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.regbed.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.renovatesystem.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.sophosdefence.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.taskshedulewin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.timesshifts.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.update-wind.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.update-wins.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.updatewinlsass.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.updatewinsoftr.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.vnuret.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.windefenceinfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.windefens.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.winsysteminfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns1.winsystemupdate.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.aaatus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.avrenew.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.besttus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.bigtus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.checkwinupdate.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.ciscocheckapi.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.cleardefencewin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.cmdupdatewin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.comssite.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.cylenceprotect.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.defenswin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.easytus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.errvghu.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.findtus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.firsttus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.freeallsafe.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.freeoldsafe.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.greattus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.gtrsqer.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.havesetup.net","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.iexploreservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.jomamba.best","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.livecheckpointsrs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.livetus.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.lsassupdate.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.lsasswininfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.microsoftupdateswin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.regbed.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.renovatesystem.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.sophosdefence.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.taskshedulewin.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.timesshifts.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.update-wind.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.update-wins.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.updatewinlsass.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.updatewinsoftr.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.vnuret.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.windefenceinfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.windefens.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.winsysteminfo.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns2.winsystemupdate.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns3.regbed.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ns3.vnuret.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.caonimas.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.fastbloodhunter.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.harddagger.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.moonshardd.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.nomadfunclub.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nv.razorses.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"nz.blackhoall.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ohn.bouths.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"pl.reginds.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.ayiyas.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.bithunterr.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.caonimas.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.chainnss.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.chalengges.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.fastbloodhunter.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.giveasees.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.havemosts.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.lindasak.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.loockfinderrs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.mountasd.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.nomadfunclub.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.puckhunterrr.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.raidbossa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.rapirasa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.razorses.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.serviceboosterr.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.servicemount.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.serviceupdatter.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.servicewikii.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.sibalsakie.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.tiancaii.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qw.voiddas.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qwe.check1domains.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qwer.toyotacamryy.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"qy.kungfupandasa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rd.kungfupandasa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rd.moonshardd.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.backup1helper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.backup1master.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.boost-yourservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.checktodrivers.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.driver1master.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.driver1updater.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.driverdwl.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.service1updater.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rf.viewdrivers.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.gungameon.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.gunsdrag.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.hybriqdjs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.luckyhunterrs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.quwasd.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.remotessa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.secondlivve.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.sobcase.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"rt.unlockwsa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"sd.backup1service.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"sd.elephantdrrive.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"sd.nasmastrservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"sd.service-hellper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"sm.shabihere.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tasa.chalengges.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"te.toyotacamryy.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.backup1services.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.backupmaster-service.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.backupmasterservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.simple-backupbooster.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.top3-services.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.topbackup-helper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.topbackupintheworld.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.topservice-masters.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tr.topservicebooster.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tt.check1domains.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tt.regbed.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tt.serviceswork.net","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tt.vnuret.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"tva.chalengges.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.chekingking.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.jonsonsbabyy.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.loxliver.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.martahzz.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.realgamess.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.servicegungster.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.toyotacamryy.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.wondergodst.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.zetrexx.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ty.zhameharden.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uhj.biliyilish.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uj.errvghu.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"un.reginds.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uy.best-backup.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uy.best-nas.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uy.bestservicehelper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uy.top-backuphelper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"uy.top-backupservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.cheapshhot.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.gungameon.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.gunsdrag.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.hybriqdjs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.luckyhunterrs.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.quwasd.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.remotessa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.secondlivve.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.sobcase.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"vb.unlockwsa.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"we.backup1service.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"we.elephantdrrive.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"we.nasmastrservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"we.service-hellper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.backup-helper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.backup-leader.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.backup-simple.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.bakcup-checker.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.bakcup-monster.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.boost-servicess.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.nas-leader.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.nas-simple-helper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.service-checker.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"ws.service-leader.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"xc.backup1service.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"xc.elephantdrrive.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"xc.nasmastrservice.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"xc.service-hellper.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"yn.bouths.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"yn.gtrsqer.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"yq.biliyilish.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
"yqs.blackhoall.com","Ryuk Ransomware: Extensive Attack Infrastructure Revealed by RiskIQ","2020-11-09"
